Bairro,Endereco,Quartos,Tipo_Imovel,Preco,Metodo_Venda,Corretor,Data_Venda,Distancia_CBD,CEP,Banheiros,Vagas_Garagem,Area_Terreno,Area_Construida,Ano_Construcao,Area_Administrativa,Latitude,Longitude,Regiao,Contagem_Imoveis,Tipo_Imovel_Numerico,Ano_Venda,Mes_Venda,Area_Construida_Imputada,Area_Terreno_Imputada,Preco_por_m2,Quartos_por_m2,Idade_Imovel,Regiao_Numerica,Preco_Imputado,Preco_Esperado,Media_Regional_Preco_m2,Desvio_Padrao_Regional_Preco_m2,Limite_Inferior_Preco,Limite_Superior_Preco,Subvalorizado,Supervalorizado,Proporcao_Quartos_Banheiros,Categoria_Idade,Categoria_Distancia
Blackburn South,10 Craig St,4,h,1184573.8065476192,SN,Woodards,2018-01-06,13.4,3130.0,2.0,2.0,670.0,163.76128571428572,1970.0,Whitehorse City Council,-37.83164,145.13752,Eastern Metropolitan,4387.0,0,2018,1,False,False,7233.539974853061,0.0244257974804789,55.0,0,True,1227749.1872805357,7834.352816915639,21031.370340574817,-13197.01752365918,28865.72315749045,False,False,1.9900497512437811,50-100 anos,Médio
Airport West,4/9 West Ct,2,t,555000.0,S,Barry,2018-03-10,10.4,3042.0,1.0,1.0,114.0,105.65333333333334,1977.0,Moonee Valley City Council,-37.780845,144.8733,Western Metropolitan,3464.0,2,2018,3,False,False,5253.028773346794,0.0189298334174659,48.0,6,False,571213.3432136228,6857.409535210428,12417.253285735336,-5559.8437505249085,19274.662820945763,False,False,1.98019801980198,20-50 anos,Médio
Surrey Hills,2 Russell St,5,h,3075000.0,PI,Jellis,2017-11-11,10.2,3127.0,2.0,2.0,902.0,393.0,2009.0,Boroondara City Council,-37.8269,145.1009,Southern Metropolitan,5457.0,0,2017,11,False,False,7824.427480916031,0.0127226463104325,16.0,5,False,2301080.101679929,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,2.4875621890547266,10-20 anos,Médio
Surrey Hills,21 Chester St,4,h,1472416.6233766235,SN,hockingstuart,2017-06-03,10.2,3127.0,2.0,2.0,944.0,203.14333333333332,1960.0,Boroondara City Council,-37.8335,145.10154,Southern Metropolitan,5457.0,0,2017,6,False,False,7248.166106246608,0.0196905304957091,65.0,5,True,1985648.0894156503,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.9900497512437811,50-100 anos,Médio
Box Hill,14 Standard Av,4,h,1750000.0,S,Ray,2017-02-25,13.1,3128.0,2.0,2.0,710.0,203.3443333333333,1970.0,Whitehorse City Council,-37.7915,145.138165,Eastern Metropolitan,4605.0,0,2017,2,False,False,8606.091801591061,0.0196710669750652,55.0,0,False,1346201.2848411084,7834.352816915639,21031.370340574817,-13197.01752365918,28865.72315749045,False,False,1.9900497512437811,50-100 anos,Médio
Ringwood,132 Wonga Rd,3,h,1085000.0,S,Fletchers,2017-06-24,19.9,3134.0,2.0,2.0,921.0,146.65833333333333,1980.0,Maroondah City Council,-37.78649,145.24836,Eastern Metropolitan,7785.0,0,2017,6,False,False,7398.147622023978,0.0204557077106653,45.0,0,False,937753.120476348,7834.352816915639,21031.370340574817,-13197.01752365918,28865.72315749045,False,False,1.492537313432836,20-50 anos,Distante
Hadfield,22 Barbara St,3,h,788000.0,S,Barry,2017-10-07,11.2,3046.0,1.0,2.0,497.0,137.7058095238095,1970.0,Moreland City Council,-37.71057,144.9423,Northern Metropolitan,2606.0,0,2017,10,False,False,5722.3439063676815,0.0217855732475926,55.0,2,False,754764.014177418,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,2.9702970297029703,50-100 anos,Médio
Hawthorn East,10/26 Redfern Rd,3,t,1110000.0,S,Jellis,2016-10-08,7.5,3123.0,2.0,2.0,94.0,169.0,2005.0,Boroondara City Council,-37.8302,145.0525,Southern Metropolitan,6482.0,2,2016,10,False,False,6568.047337278106,0.0177514792899408,20.0,5,False,1229128.284793921,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.492537313432836,10-20 anos,Próximo
Hampton,27 David St,2,h,1871000.0,S,Buxton,2016-12-03,13.7,3188.0,1.0,1.0,243.0,99.7307142857143,1960.0,Bayside City Council,-37.85852,145.0387,Southern Metropolitan,5454.0,0,2016,12,False,False,18760.519398666405,0.0200540025640474,65.0,5,False,966191.38329088,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.98019801980198,50-100 anos,Médio
Essendon,75 Deakin St,3,h,1165000.0,S,Barry,2017-08-12,7.5,3040.0,1.0,1.0,590.0,128.82,1977.0,Moonee Valley City Council,-37.74652,144.89178,Western Metropolitan,9264.0,0,2017,8,False,False,9043.62676603012,0.023288309268747,48.0,6,False,985205.0399418344,6857.409535210428,12417.253285735336,-5559.8437505249085,19274.662820945763,False,False,2.9702970297029703,20-50 anos,Próximo
Essendon,5/23 Daisy St,2,u,411000.0,S,Nelson,2016-11-12,8.0,3040.0,1.0,1.0,0.0,75.49666666666667,1977.0,Moonee Valley City Council,-37.7547,144.9107,Western Metropolitan,9264.0,1,2016,11,False,False,5443.948960218994,0.0264912358161508,48.0,6,False,504116.7395218724,6857.409535210428,12417.253285735336,-5559.8437505249085,19274.662820945763,False,False,1.98019801980198,20-50 anos,Próximo
Balwyn,260 Union Rd,3,h,1750000.0,SP,Marshall,2017-08-12,7.9,3103.0,3.0,1.0,790.0,190.54,1960.0,Boroondara City Council,-37.81363,145.09942,Southern Metropolitan,5682.0,0,2017,8,False,False,9184.423218221897,0.0157447255169518,65.0,5,False,2028717.440418937,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,0.9966777408637876,50-100 anos,Próximo
Blackburn North,13 Caroline Cr,3,h,1190000.0,S,Jellis,2017-05-27,13.4,3130.0,2.0,2.0,669.0,136.571,1970.0,Whitehorse City Council,-37.7915,145.138165,Eastern Metropolitan,2867.0,0,2017,5,False,False,8713.41646469602,0.0219665961294857,55.0,0,False,1043124.9360197942,7834.352816915639,21031.370340574817,-13197.01752365918,28865.72315749045,False,False,1.492537313432836,50-100 anos,Médio
Essendon West,6 Bourke St,3,h,750000.0,VB,Brad,2017-07-01,7.5,3040.0,1.0,1.0,236.0,114.0,2000.0,Moonee Valley City Council,-37.75403,144.8867,Western Metropolitan,588.0,0,2017,7,False,False,6578.9473684210525,0.0263157894736842,25.0,6,False,913616.502166215,6857.409535210428,12417.253285735336,-5559.8437505249085,19274.662820945763,False,False,2.9702970297029703,20-50 anos,Próximo
Sunshine West,87 Nicholson Pde,3,t,450000.0,SP,Douglas,2016-06-04,13.5,3020.0,3.0,1.0,344.0,178.0,2004.0,Brimbank City Council,-37.7967,144.8083,Western Metropolitan,6763.0,2,2016,6,False,False,2528.089887640449,0.0168539325842696,21.0,6,False,788788.262395157,6857.409535210428,12417.253285735336,-5559.8437505249085,19274.662820945763,False,False,0.9966777408637876,20-50 anos,Médio
Werribee,6 Feijoa Ct,5,h,1851525.0,W,YPA,2017-08-26,14.7,3030.0,3.0,2.0,535.0,284.3,1977.0,Wyndham City Council,-37.89362,144.66767,Western Metropolitan,16166.0,0,2017,8,False,False,6512.574744987689,0.0175870559268378,48.0,6,True,1028565.353571797,6857.409535210428,12417.253285735336,-5559.8437505249085,19274.662820945763,False,False,1.6611295681063123,20-50 anos,Médio
Aberfeldie,45 Afton St,3,h,2050000.0,SP,McDonald,2017-07-22,7.5,3040.0,2.0,6.0,402.0,168.51200000000006,1977.0,Moonee Valley City Council,-37.76027,144.88954,Western Metropolitan,1543.0,0,2017,7,False,False,12165.305734903148,0.0178028864413216,48.0,6,False,1174510.2980927976,6857.409535210428,12417.253285735336,-5559.8437505249085,19274.662820945763,False,False,1.492537313432836,20-50 anos,Próximo
Burwood,212 Burwood Hwy,6,h,1507430.0,SP,Buxton,2017-04-22,11.7,3125.0,3.0,3.0,646.0,219.405,1960.0,Monash City Council,-37.85,145.1131,Southern Metropolitan,5678.0,0,2017,4,False,False,6870.53622296666,0.0273466876324605,65.0,5,True,1771353.4964433245,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.993355481727575,50-100 anos,Médio
Sunshine West,10 Fontana Cl,4,h,910500.0,S,Sweeney,2017-11-11,10.5,3020.0,2.0,2.0,515.0,240.0,2014.0,Brimbank City Council,-37.7956,144.7953,Western Metropolitan,6763.0,0,2017,11,False,False,3793.75,0.0166666666666666,11.0,6,False,1172134.5983482725,6857.409535210428,12417.253285735336,-5559.8437505249085,19274.662820945763,False,False,1.9900497512437811,10-20 anos,Médio
Glenroy,8 Centre Wy,3,h,880000.0,S,Barry,2017-09-03,11.2,3046.0,2.0,2.0,497.0,156.01234920634923,1970.0,Moreland City Council,-37.7414,144.9838,Northern Metropolitan,8870.0,0,2017,9,False,False,5640.579123874809,0.0192292470132095,55.0,2,False,822728.2564382384,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,1.492537313432836,50-100 anos,Médio
Abbotsford,70/80 Trenerry Cr,2,h,707199.1666666665,PI,Biggin,2017-08-26,3.0,3067.0,1.0,1.0,200.0,94.54186666666666,1970.0,Yarra City Council,-37.7414,144.9838,Northern Metropolitan,4019.0,0,2017,8,False,False,7480.27505274559,0.0211546489456522,55.0,2,True,1048114.1897452192,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,1.98019801980198,50-100 anos,CBD
Balwyn North,2/11 Winfield Rd,2,t,860000.0,S,hockingstuart,2016-12-10,9.2,3104.0,2.0,2.0,204.0,518.471,1960.0,Boroondara City Council,-37.8008,145.104,Southern Metropolitan,7809.0,2,2016,12,False,False,1658.7234387265632,0.0038574963691315,65.0,5,False,1626540.7060024568,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,0.9950248756218908,50-100 anos,Próximo
Brighton East,5A Hornby St,2,h,1410000.0,S,Hodges,2017-06-17,10.3,3187.0,1.0,2.0,708.0,92.19666666666666,1960.0,Bayside City Council,-37.91488,145.01868,Southern Metropolitan,6938.0,0,2017,6,False,False,15293.394555117684,0.0216927582342094,65.0,5,False,1206533.9985810537,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.98019801980198,50-100 anos,Médio
Ringwood North,4 Athelstane Dr,4,h,942000.0,S,Jellis,2017-10-07,19.9,3134.0,1.0,2.0,773.0,131.0,1980.0,Manningham City Council,-37.79259,145.22801,Eastern Metropolitan,3619.0,0,2017,10,False,False,7190.839694656489,0.0305343511450381,45.0,0,False,917344.9459540392,7834.352816915639,21031.370340574817,-13197.01752365918,28865.72315749045,False,False,3.96039603960396,20-50 anos,Distante
Keilor East,3/17 Cohen St,2,u,636000.0,S,Alexkarbon,2018-03-17,11.7,3033.0,1.0,1.0,0.0,99.86390000000002,1977.0,Brimbank City Council,-37.780845,144.8733,Western Metropolitan,5629.0,1,2018,3,False,False,6368.667756817027,0.0200272570969088,48.0,6,False,494825.94083594834,6857.409535210428,12417.253285735336,-5559.8437505249085,19274.662820945763,False,False,1.98019801980198,20-50 anos,Médio
Northcote,155 Westbourne Gr,3,h,1510000.0,PI,Jellis,2016-07-30,5.5,3070.0,1.0,3.0,327.0,165.0,1900.0,Darebin City Council,-37.7741,144.9971,Northern Metropolitan,11364.0,0,2016,7,False,False,9151.515151515152,0.0181818181818181,125.0,2,False,1507532.7591976884,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,2.9702970297029703,Centenário,Próximo
Craigieburn,35 Hurlingham Wy,3,h,462000.0,S,Barry,2017-10-14,20.6,3064.0,2.0,1.0,497.0,117.0,2005.0,Hume City Council,-37.58313,144.92218,Northern Metropolitan,15510.0,0,2017,10,False,False,3948.7179487179487,0.0256410256410256,20.0,2,False,617754.5109896996,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,1.492537313432836,10-20 anos,Afastado
Bentleigh East,102b Parkmore Rd,4,t,1200000.0,S,Buxton,2016-05-07,13.9,3165.0,2.0,2.0,317.0,193.6388647907648,1960.0,Glen Eira City Council,-37.85852,145.0387,Southern Metropolitan,10969.0,2,2016,5,False,False,6197.103052099857,0.0206570101736661,65.0,5,False,1302804.8495831916,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.9900497512437811,50-100 anos,Médio
Doncaster,22 Bayley Gr,4,h,1880000.0,S,Barry,2017-04-29,13.9,3108.0,2.0,2.0,814.0,175.5224285714286,1970.0,Manningham City Council,-37.7859,145.12,Eastern Metropolitan,9028.0,0,2017,4,False,False,10710.881881599174,0.0227891103863812,55.0,0,False,1333203.0526761075,7834.352816915639,21031.370340574817,-13197.01752365918,28865.72315749045,False,False,1.9900497512437811,50-100 anos,Médio
Glenroy,34 Ridgeway Av,3,h,615000.0,S,Melbourne,2016-07-30,13.0,3046.0,2.0,2.0,497.0,199.86566666666675,1970.0,Moreland City Council,-37.7414,144.9838,Northern Metropolitan,8870.0,0,2016,7,False,False,3077.0667631759325,0.0150100817715899,55.0,2,False,855609.3176329364,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,1.492537313432836,50-100 anos,Médio
Elwood,1/121 Brighton Rd,2,u,720000.0,S,Chisholm,2017-07-29,7.2,3184.0,1.0,2.0,797.0,90.0,1920.0,Port Phillip City Council,-37.87449,144.99059,Southern Metropolitan,8989.0,1,2017,7,False,False,8000.0,0.0222222222222222,105.0,5,False,865323.788868697,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.98019801980198,Centenário,Próximo
Hawthorn East,24 Wiseman St,2,h,1385000.0,S,Marshall,2016-08-22,7.5,3123.0,1.0,2.0,326.0,113.0,1940.0,Boroondara City Council,-37.8373,145.0455,Southern Metropolitan,6482.0,0,2016,8,False,False,12256.637168141591,0.0176991150442477,85.0,5,False,1244037.7564980676,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.98019801980198,50-100 anos,Próximo
Kensington,83A Eastwood St,3,h,1206000.0,SP,Jellis,2017-08-19,3.4,3031.0,2.0,2.0,497.0,163.67333333333335,1970.0,Melbourne City Council,-37.7414,144.9838,Northern Metropolitan,5263.0,0,2017,8,False,False,7368.335302024357,0.0183291922935929,55.0,2,False,1430889.4098972403,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,1.492537313432836,50-100 anos,CBD
Deer Park,13 Poole St,3,h,650000.0,PI,Barry,2017-07-08,14.8,3023.0,1.0,2.0,697.0,135.0,1955.0,Brimbank City Council,-37.77396,144.77229,Western Metropolitan,6388.0,0,2017,7,False,False,4814.814814814815,0.0222222222222222,70.0,6,False,849053.8403531999,6857.409535210428,12417.253285735336,-5559.8437505249085,19274.662820945763,False,False,2.9702970297029703,50-100 anos,Médio
Keilor East,8 Janet St,3,h,960000.0,PI,Nelson,2018-02-24,11.7,3033.0,2.0,2.0,647.0,166.63277633477637,1977.0,Brimbank City Council,-37.74752,144.87089,Western Metropolitan,5629.0,0,2018,2,False,False,5761.171488082849,0.0180036609002589,48.0,6,False,882802.4514087337,6857.409535210428,12417.253285735336,-5559.8437505249085,19274.662820945763,False,False,1.492537313432836,20-50 anos,Médio
Craigieburn,27 Willmott Dr,3,h,460000.0,S,Ray,2017-11-11,20.6,3064.0,1.0,1.0,497.0,111.64,1970.0,Hume City Council,-37.5889,144.9297,Northern Metropolitan,15510.0,0,2017,11,False,False,4120.386958079542,0.0268720888570404,55.0,2,False,617418.6208344232,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,2.9702970297029703,50-100 anos,Afastado
Flemington,43 Finsbury St,3,h,1110000.0,PI,Nelson,2016-10-08,4.4,3031.0,1.0,1.0,272.0,131.0,1885.0,Melbourne City Council,-37.7857,144.931,Northern Metropolitan,3593.0,0,2016,10,False,False,8473.282442748092,0.0229007633587786,140.0,2,False,1183780.243263971,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,2.9702970297029703,Centenário,CBD
Heidelberg West,2/8 Maple Ct,3,u,681868.4027777779,S,Nelson,2017-03-18,9.4,3081.0,1.0,1.0,209.0,93.0,2005.0,Banyule City Council,-37.7433,145.0412,Eastern Metropolitan,2674.0,1,2017,3,False,False,7331.918309438472,0.032258064516129,20.0,0,True,614034.1128712469,7834.352816915639,21031.370340574817,-13197.01752365918,28865.72315749045,False,False,2.9702970297029703,10-20 anos,Próximo
Braybrook,6/27 Marnoo St,4,t,1226844.0,PI,Barry,2016-09-24,10.8,3019.0,2.0,2.0,236.0,176.0,2002.0,Maribyrnong City Council,-37.7886,144.8462,Western Metropolitan,3589.0,2,2016,9,False,False,6970.704545454545,0.0227272727272727,23.0,6,True,926981.9763955488,6857.409535210428,12417.253285735336,-5559.8437505249085,19274.662820945763,False,False,1.9900497512437811,20-50 anos,Médio
Bundoora,89 Josef Av,5,h,760000.0,PI,Barry,2018-03-17,12.1,3083.0,3.0,2.0,521.0,521.0,1989.0,Banyule City Council,-37.68576,145.0524,Northern Metropolitan,10175.0,0,2018,3,False,False,1458.7332053742805,0.0095969289827255,36.0,2,False,1576339.867181482,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,1.6611295681063123,20-50 anos,Médio
Footscray,1207/240 Barkly St,1,u,369985.0,W,Sweeney,2016-06-18,6.4,3011.0,1.0,1.0,4727.0,54.42666666666666,2011.0,Maribyrnong City Council,-37.7993,144.8966,Western Metropolitan,7570.0,1,2016,6,False,False,6797.862567368938,0.0183733463988241,14.0,6,True,303194.5744805055,6857.409535210428,12417.253285735336,-5559.8437505249085,19274.662820945763,False,False,0.99009900990099,10-20 anos,Próximo
Frankston,31 Yarram Ct,4,h,795000.0,VB,Asset,2017-12-09,38.0,3199.0,3.0,4.0,650.0,190.0,2000.0,Frankston City Council,-38.13427,145.16539,South-Eastern Metropolitan,17055.0,0,2017,12,False,False,4184.210526315789,0.0210526315789473,25.0,4,False,979741.326868741,6697.309990528885,9145.331295210466,-2448.0213046815816,15842.641285739352,False,False,1.32890365448505,20-50 anos,Afastado
Mooroolbark,5 Wilde Ct,3,h,745822.3603896104,SN,Barry,2017-09-16,26.5,3138.0,1.0,1.0,926.0,103.82,1950.0,Yarra Ranges Shire Council,-37.78687,145.32389,Eastern Victoria,8280.0,0,2017,9,False,False,7183.802353974287,0.0288961664419187,75.0,1,True,721156.2004046009,5042.13829670367,1751.8148413764775,3290.3234553271923,6793.953138080147,False,False,2.9702970297029703,50-100 anos,Afastado
Abbotsford,217 Langridge St,3,h,1000000.0,S,Jellis,2016-10-08,2.5,3067.0,2.0,2.0,497.0,74.02,1970.0,Yarra City Council,-37.7414,144.9838,Northern Metropolitan,4019.0,0,2016,10,False,False,13509.862199405568,0.0405295865982167,55.0,2,False,1183916.2601023188,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,1.492537313432836,50-100 anos,CBD
Bentleigh East,1 Gladesville Dr,5,h,1220000.0,S,Buxton,2017-07-01,13.8,3165.0,2.0,2.0,611.0,188.0,1950.0,Glen Eira City Council,-37.93228,145.07026,Southern Metropolitan,10969.0,0,2017,7,False,False,6489.36170212766,0.026595744680851,75.0,5,False,1470436.4282363732,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,2.4875621890547266,50-100 anos,Médio
Ringwood North,1 Heape Wy,5,h,1100000.0,SP,Sell,2017-09-23,19.9,3134.0,3.0,2.0,649.0,199.07899999999995,1970.0,Manningham City Council,-37.78958,145.23886,Eastern Metropolitan,3619.0,0,2017,9,False,False,5525.444672717867,0.025115657603263,55.0,0,False,1114938.5016901724,7834.352816915639,21031.370340574817,-13197.01752365918,28865.72315749045,False,False,1.6611295681063123,50-100 anos,Distante
Elwood,72 Addison St,4,h,2280000.0,S,Chisholm,2017-10-21,7.2,3184.0,2.0,1.0,302.0,206.0,1910.0,Port Phillip City Council,-37.8784,144.98019,Southern Metropolitan,8989.0,0,2017,10,False,False,11067.961165048544,0.0194174757281553,115.0,5,False,1745228.6624600273,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.9900497512437811,Centenário,Próximo
Watsonia,7 French Ct,3,h,740000.0,S,Buckingham,2016-09-10,14.9,3087.0,1.0,1.0,591.0,104.0,1960.0,Banyule City Council,-37.7135,145.0783,Northern Metropolitan,2329.0,0,2016,9,False,False,7115.384615384615,0.0288461538461538,65.0,2,False,703970.4220440175,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,2.9702970297029703,50-100 anos,Médio
Hawthorn,4/178 Auburn Rd,3,u,862000.0,S,Jellis,2017-06-24,5.3,3122.0,2.0,1.0,176.0,127.66,1960.0,Boroondara City Council,-37.85852,145.0387,Southern Metropolitan,11308.0,1,2017,6,False,False,6752.310825630581,0.0234999216669277,65.0,5,False,1169807.7143875984,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.492537313432836,50-100 anos,Próximo
Camberwell,4/1016 Toorak Rd,3,u,920500.0,S,Jellis,2018-02-17,7.7,3124.0,2.0,1.0,176.0,111.07,1960.0,Boroondara City Council,-37.85852,145.0387,Southern Metropolitan,8920.0,1,2018,2,False,False,8287.56639956784,0.0270099936976681,65.0,5,False,1040496.087882579,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.492537313432836,50-100 anos,Próximo
Seddon,7 Edward St,4,h,1150125.4545454546,SP,Village,2017-05-27,5.1,3011.0,2.0,1.0,232.0,158.0,1998.0,Maribyrnong City Council,-37.80519,144.8872,Western Metropolitan,2417.0,0,2017,5,False,False,7279.2750287686995,0.0253164556962025,27.0,6,True,1120443.8857748972,6857.409535210428,12417.253285735336,-5559.8437505249085,19274.662820945763,False,False,1.9900497512437811,20-50 anos,Próximo
Templestowe,21 Wood St,4,h,910000.0,PI,Woodards,2017-09-23,15.5,3106.0,2.0,2.0,520.0,170.0,1980.0,Manningham City Council,-37.75436,145.11939,Eastern Metropolitan,6202.0,0,2017,9,False,False,5352.941176470588,0.0235294117647058,45.0,0,False,1094974.038579357,7834.352816915639,21031.370340574817,-13197.01752365918,28865.72315749045,False,False,1.9900497512437811,20-50 anos,Distante
Hughesdale,14 Bowmore St,4,h,1700000.0,S,Ray,2016-11-12,13.0,3166.0,2.0,2.0,545.0,180.0,1940.0,Monash City Council,-37.9002,145.0773,Southern Metropolitan,3145.0,0,2016,11,False,False,9444.444444444443,0.0222222222222222,85.0,5,False,1409080.9027623287,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.9900497512437811,50-100 anos,Médio
Sunshine North,62 Dunkeld Av,3,h,480000.0,S,Douglas,2016-06-18,13.3,3020.0,2.0,2.0,534.0,171.38495238095237,1977.0,Brimbank City Council,-37.780845,144.8733,Western Metropolitan,4217.0,0,2016,6,False,False,2800.7126257681125,0.0175044539110507,48.0,6,False,733841.7449361639,6857.409535210428,12417.253285735336,-5559.8437505249085,19274.662820945763,False,False,1.492537313432836,20-50 anos,Médio
Burwood,2/29 Renown St,3,u,1056000.0,S,Buxton,2017-10-28,10.4,3125.0,2.0,1.0,176.0,132.81333333333333,1960.0,Monash City Council,-37.85852,145.0387,Southern Metropolitan,5678.0,1,2017,10,False,False,7951.008934845899,0.0225880935649031,65.0,5,False,1052644.9009108825,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.492537313432836,50-100 anos,Médio
Watsonia,12 Black St,4,h,952000.0,S,Barry,2017-04-08,14.9,3087.0,2.0,2.0,729.0,180.89190476190475,1970.0,Banyule City Council,-37.711,145.081,Northern Metropolitan,2329.0,0,2017,4,False,False,5262.811518586476,0.0221126534394389,55.0,2,False,1055569.006023398,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,1.9900497512437811,50-100 anos,Médio
Footscray,12 Jerrold St,4,h,891000.0,S,Sweeney,2017-07-22,5.1,3011.0,1.0,3.0,446.0,101.7,1920.0,Maribyrnong City Council,-37.79221,144.89076,Western Metropolitan,7570.0,0,2017,7,False,False,8761.061946902655,0.039331366764995,105.0,6,False,1234483.7064421896,6857.409535210428,12417.253285735336,-5559.8437505249085,19274.662820945763,False,False,3.96039603960396,Centenário,Próximo
Elsternwick,7/15 Alexandra Av,2,u,611500.0,S,Buxton,2017-05-27,7.2,3185.0,1.0,1.0,0.0,64.95930952380951,1960.0,Glen Eira City Council,-37.85852,145.0387,Southern Metropolitan,4898.0,1,2017,5,False,False,9413.585281042237,0.0307885045986663,65.0,5,False,601863.9237354305,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.98019801980198,50-100 anos,Próximo
Mitcham,8 Peel St,3,h,1095000.0,S,McGrath,2017-07-08,17.2,3132.0,1.0,1.0,493.0,135.94106493506493,1970.0,Whitehorse City Council,-37.81498,145.18924,Eastern Metropolitan,6871.0,0,2017,7,False,False,8054.961173969392,0.0220683867779983,55.0,0,False,854143.0054048683,7834.352816915639,21031.370340574817,-13197.01752365918,28865.72315749045,False,False,2.9702970297029703,50-100 anos,Distante
Sunshine North,44 Dunkeld Av,3,h,1595566.88,SP,RW,2017-09-23,10.5,3020.0,1.0,3.0,534.0,256.21,1977.0,Brimbank City Council,-37.76682,144.82571,Western Metropolitan,4217.0,0,2017,9,False,False,6227.574567737403,0.0117091448421216,48.0,6,True,1044829.5108296528,6857.409535210428,12417.253285735336,-5559.8437505249085,19274.662820945763,False,False,2.9702970297029703,20-50 anos,Médio
Mount Waverley,2/18 Leonie Av,3,h,855000.0,S,McGrath,2017-06-03,14.2,3149.0,2.0,2.0,669.0,147.90428571428572,1970.0,Monash City Council,-37.7915,145.138165,Eastern Metropolitan,13366.0,0,2017,6,False,False,5780.765553012083,0.0202833879053055,55.0,0,False,1079888.2263770625,7834.352816915639,21031.370340574817,-13197.01752365918,28865.72315749045,False,False,1.492537313432836,50-100 anos,Médio
South Yarra,4/23 Avoca St,1,u,335907.5590277777,VB,Hodges,2017-10-28,2.7,3141.0,1.0,1.0,0.0,46.28238095238095,1960.0,Melbourne City Council,-37.85852,145.0387,Southern Metropolitan,14887.0,1,2017,10,False,False,7257.784757732896,0.0216064942948566,65.0,5,True,492458.86087509146,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,0.99009900990099,50-100 anos,CBD
Reservoir,2/102 Rathcown Rd,2,u,440000.0,SP,Ray,2016-10-08,11.2,3073.0,1.0,2.0,132.0,83.0,1980.0,Darebin City Council,-37.709,145.0219,Northern Metropolitan,21650.0,1,2016,10,False,False,5301.204819277108,0.0240963855421686,45.0,2,False,498002.0332038949,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,1.98019801980198,20-50 anos,Médio
Frankston,8 Yarla Ct,5,h,580000.0,S,O'Brien,2018-02-03,38.0,3199.0,2.0,2.0,593.0,227.74,1975.0,Frankston City Council,-38.14921,145.16866,South-Eastern Metropolitan,17055.0,0,2018,2,False,False,2546.7638535171686,0.0219548608061824,50.0,4,False,969643.3888825544,6697.309990528885,9145.331295210466,-2448.0213046815816,15842.641285739352,False,False,2.4875621890547266,20-50 anos,Afastado
Beaumaris,5/8 Michael St,2,u,672000.0,S,Ray,2017-07-15,17.3,3193.0,1.0,1.0,0.0,80.18,1960.0,Bayside City Council,-37.85852,145.0387,Southern Metropolitan,5366.0,1,2017,7,False,False,8381.14242953355,0.0249438762783736,65.0,5,False,625113.6572008734,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.98019801980198,50-100 anos,Distante
